name,maj_axis,min_axis,mag,cat_num,in_maj,in_min
MCG+05-38-021,  8.50,  2.00,   15.3,,0,0
MCG+05-37-010,  6.00,  3.50,   14.3,NGC 5974,0,0
MCG+05-05-046, 11.00,  9.00,   14.0,NGC  785,4,3
MCG+05-55-041,  6.00,  6.00,   15.0,,2,1.5
MCG+05-35-016,  8.00,  2.50,   14.7,IC 4509,0,0
MCG+05-34-054, 11.00,  1.50,   15.6,,0,0
MCG+05-07-038, 11.00,  1.50,   15.0,,0,0
MCG+05-19-026,  9.00,  8.00,   15.7,,1,1
MCG+05-40-043,  7.00,  7.00,   14.8,,0,0
MCG+05-02-046, 11.00,  7.00,   15.0,,4,2
MCG+05-22-027,  8.00,  6.00,   15.0,,4,4
MCG+05-22-013,  6.00,  3.00,   15.2,IC 2445,0,0
MCG+05-21-010,  4.00,  4.00,   15.5,IC 2402,2,2
MCG+05-41-006,  9.00,  3.50,   15.1,,0,0
MCG+05-31-155, 19.00,  6.00,   14.6,NGC 5025,8,3
MCG+05-30-002,  8.00,  8.00,   15.7,,3,3
MCG+05-53-008,  9.00,  5.00,   15.0,,4,2.5
MCG+05-42-021,  7.00,  7.00,   15.6,,2,1.5
MCG+05-05-009,  0.00,  0.00,   15.0,,2,2
MCG+05-50-002,  6.00,  6.00,   15.0,,2,2
MCG+05-28-005,  7.00,  4.00,   15.7,,0,0
MCG+05-05-042, 15.00, 15.00,   13.0,NGC  783,3,3
MCG+05-38-016,  8.00,  2.00,   15.3,,3,1
MCG+05-23-027, 30.00, 20.00,   12.0,NGC 2964,13,9
MCG+05-24-019, 25.00,  5.00,   13.5,NGC 3126,0,0
MCG+05-27-086,  8.00,  6.00,   15.4,,5,3
MCG+05-02-027, 10.00,  3.50,   14.0,,3.5,2.5
MCG+05-42-015, 12.00,  7.00,   15.1,,2.5,2
MCG+05-07-053,  8.00,  2.00,   16.0,,2,2
MCG+05-31-164,  9.00,  4.50,   15.1,,4.5,3
MCG+05-54-034, 16.00,  4.50,   14.0,,8,2
MCG+05-06-039, 15.00,  9.00,   14.0,,6,3
MCG+05-36-010,  5.00,  4.00,   14.8,,3.5,2.5
MCG+05-01-006, 18.00, 14.00,   15.0,,2,1.5
MCG+05-38-015, 15.00,  8.00,   15.3,,5,2
MCG+05-33-040, 10.00,  5.00,   14.9,IC 4357,4,3.5
MCG+05-26-018, 10.00, 10.00,   15.7,,4,2
MCG+05-28-076,  7.00,  6.00,   15.5,,0,0
MCG+05-29-004, 43.00, 18.00,   11.9,NGC 4062,15,8
MCG+05-08-006, 11.00,  9.00,   16.0,,0,0
MCG+05-28-008, 21.00, 12.00,   13.5,NGC 3786,10,6
MCG+05-14-001,  0.00,  0.00,   13.0,,8,6
MCG+05-23-029, 15.00, 12.00,   13.1,NGC 2968,7,5
MCG+05-03-008,  8.00,  8.00,   14.0,NGC  262,2.5,2.5
MCG+05-28-009, 18.00,  3.50,   13.2,NGC 3788,8,2
MCG+05-02-026,  8.00,  4.00,   14.0,,5,3
MCG+05-05-025, 12.00, 11.00,   15.0,,0,0
MCG+05-04-003,  9.00,  3.00,   14.0,IC 1652,0,0
MCG+05-04-076,  9.00,  5.50,   15.0,,5,3
MCG+05-32-002,  0.00,  0.00,   15.2,IC 4226,4,3
MCG+05-55-042,  6.00,  6.00,   14.0,,0,0
MCG+05-28-075,  4.00,  4.00,   14.7,NGC 4031,1.5,1.5
MCG+05-30-043, 12.00,  5.00,   14.6,,5,3
MCG+05-38-049,  7.00,  5.00,   14.4,NGC 6103,0,0
MCG+05-26-038,  8.00,  8.00,   15.2,,0,0
MCG+05-43-020,  5.00,  5.00,   15.0,,3,3
MCG+05-06-022, 12.00,  4.00,   15.0,,4,1.7
MCG+05-06-010, 12.00, 11.00,   14.0,,1.5,1.5
MCG+05-23-030,  4.00,  3.00,   14.7,NGC 2970,0,0
MCG+05-38-033, 11.00,  1.50,   15.0,,0,0
MCG+05-28-016,  9.00,  3.00,   15.0,,0,0
MCG+05-30-047,  6.00,  5.00,   15.6,,2,1.5
MCG+05-30-060,  5.00,  4.50,   16.0,,1.5,1.5
MCG+05-27-046,  6.00,  4.50,   15.7,,2.5,1.5
MCG+05-27-048,  4.00,  1.00,   15.7,,0,0
MCG+05-26-060,  6.00,  3.00,   15.5,,0,0
MCG+05-31-042,  5.00,  3.00,   15.0,,0,0
MCG+05-31-177, 10.00,  2.50,   15.1,IC 4225,3,2.5
MCG+05-29-027,  6.00,  4.00,   16.0,,1.5,1.5
MCG+05-22-033,  6.00,  5.00,   15.7,,0,0
MCG+05-04-061, 10.50,  3.00,   15.0,,6,2.5
MCG+05-27-047,  6.00,  1.50,   15.7,,0,0
MCG+05-37-025,  6.00,  4.00,   15.5,,1.5,1.5
MCG+05-31-123, 16.00,  8.00,   15.1,,2.5,2.5
MCG+05-04-070,  6.00,  5.00,   15.0,,4,2.5
MCG+05-05-047,  5.50,  4.00,   14.0,NGC  789,0,0
MCG+05-05-048,  0.00,  0.00,   15.0,NGC  798,4.5,2.5
MCG+05-32-021, 11.00,  8.00,   14.4,NGC 5157,4,2.5
MCG+05-32-026, 22.00,  3.50,   14.3,NGC 5166,6.5,3.5
MCG+05-25-006,  4.00,  1.50,   15.7,,0,0
MCG+05-04-016,  7.00,  4.00,   17.0,,0,0
MCG+05-31-067,  8.00,  8.00,   14.7,,4,3
MCG+05-05-006,  5.00,  4.00,   15.0,,0,0
MCG+05-28-051, 10.00,  3.00,   15.4,IC 2978,4.5,1.5
MCG+05-28-053, 26.00,  6.00,   14.0,NGC 3986,6,4
MCG+05-44-003, 15.00,  4.00,   14.9,NGC 6662,4,3
MCG+05-32-027,  5.00,  4.00,   15.6,,2,2
MCG+05-24-022,  8.00,  4.00,   14.9,,4,2
MCG+05-30-034,  9.00,  4.00,   15.4,,4.5,3
MCG+05-55-027,  6.50,  3.00,   15.0,,3,3
MCG+05-55-045,  0.00,  0.00,   15.0,,3.5,3
MCG+05-23-017,  7.00,  4.00,   15.0,,3.5,2
MCG+05-07-024, 20.00, 20.00,   15.0,IC 1823,2,2
MCG+05-03-066,  5.00,  5.00,   15.0,,0,0
MCG+05-29-018,  7.00,  7.00,   15.2,,2.5,2.5
MCG+05-04-066,  3.00,  3.00,   16.0,,2,2
MCG+05-04-067, 10.00,  4.00,   16.0,,2.5,1.8
MCG+05-06-044,  8.00,  5.00,   15.0,,0,0
MCG+05-30-041A,  8.00,  7.00,   15.4,,3,1.5
MCG+05-24-007,  8.00,  7.00,   15.5,,3,2
MCG+05-30-115,  6.00,  4.50,   14.8,,2.5,2
MCG+05-25-010,  0.00,  0.00,   15.2,,2.5,2.5
MCG+05-30-095,  7.00,  7.00,   15.2,,2,2
MCG+05-05-010,  7.00,  4.00,   15.0,,0,0
MCG+05-03-083,  0.00,  0.00,   14.0,NGC  420,5,5
MCG+05-28-045,  0.00,  0.00,   15.5,,3,2.5
MCG+05-29-072, 12.00, 11.00,   14.3,,4,3
MCG+05-30-018,  0.00,  0.00,   14.1,NGC 4509,5,4
MCG+05-30-044, 10.00,  8.00,   14.0,,0,0
MCG+05-38-030,  4.00,  1.00,   15.6,,0,0
MCG+05-37-023,  7.00,  4.00,   15.1,,0,0
MCG+05-03-069, 10.00,  8.00,   14.0,,3,2
MCG+05-04-058, 22.00,  6.00,   14.0,,7,3
MCG+05-38-012,  4.00,  3.50,   15.0,,0,0
MCG+05-54-002, 19.00,  8.00,   14.0,NGC 7407,5.5,3
MCG+05-30-017,  7.00,  3.00,   15.0,,2,1.5
MCG+05-55-021,  8.00,  2.00,   15.0,,0,0
MCG+05-04-053,  6.00,  4.00,   15.0,,5,3
MCG+05-30-066,200, 25.00,   10.6,NGC 4656/,45,10
MCG+05-43-021,  0.00,  0.00,   15.1,,3,2.5
MCG+05-06-054, 11.00,  3.50,   14.0,,5.5,3
MCG+05-53-009,  7.00,  6.00,   15.0,,4,2.5
MCG+05-04-017,  1.50,  1.50,   17.0,,0,0
MCG+05-28-054,  8.00,  6.00,   14.5,,3,2
MCG+05-06-035,  3.50,  3.50,   15.0,,0,0
MCG+05-04-018,  0.00,  0.00,   16.0,,2,2
MCG+05-07-030,  6.00,  4.00,   16.0,,2,2
MCG+05-54-017,  0.00,  0.00,   15.0,,3,3
MCG+05-28-048,  0.00,  0.00,   14.7,NGC 3966:,4,3
MCG+05-32-019, 18.00,  8.00,   14.6,,8,5
MCG+05-39-007,  8.00,  6.50,   15.4,,2,1.5
MCG+05-06-036,  4.00,  3.00,   15.0,,0,0
MCG+05-03-043,  6.00,  2.50,   16.0,,0,0
MCG+05-24-013,  5.00,  1.50,   15.5,,0,0
MCG+06-25-065,  4.00,  3.00,   15.0,,2,2
MCG+05-04-051,  9.00,  2.00,   16.0,,5,2
MCG+05-24-005,  6.00,  3.50,   15.0,,3.5,2
MCG+05-04-030,  7.00,  7.00,   15.0,,3.5,3
MCG+05-06-031,  8.00,  6.00,   15.0,,0,0
MCG+05-01-016, 11.00, 10.00,   15.0,,2,1
MCG+06-25-004,  4.00,  4.00,   16.0,,0.5,0
MCG+05-54-012,  6.50,  1.50,   15.0,,2,1.5
MCG+05-23-038,  8.00,  7.00,   14.2,NGC 3011,3.5,2.5
MCG+05-05-052,  8.00,  5.00,   15.0,,3,2.5
MCG+06-25-063,  5.00,  3.00,   15.0,,4,2
MCG+05-04-055,  5.50,  4.00,   15.0,,0,0
MCG+05-18-027,  8.00,  5.00,   15.4,,2,2
MCG+06-26-059,  7.00,  4.00,   13.0,NGC 3994,0,0
MCG+05-07-039,  6.00,  4.50,   15.0,,2,2
MCG+05-04-014,  7.00,  6.00,   15.0,,2,1.3
MCG+05-22-010,  6.00,  6.00,   15.5,,2,2
MCG+05-54-007,  9.00,  9.00,   15.0,,3,2.5
MCG+05-03-055,  4.00,  3.00,   15.0,NGC  384,0,0
MCG+06-22-078, 12.00, 10.00,   15.0,,0,0
MCG+05-44-010, 14.00, 10.00,   14.2,NGC 6700,0,0
MCG+05-03-009, 24.00, 24.00,   13.0,NGC  266,5,4
MCG+06-25-047,  7.00,  2.00,   15.0,,0,0
MCG+05-07-034,  6.00,  6.00,   17.0,,1.5,1.5
MCG+06-30-064,  5.00,  5.00,   15.0,,0,0
MCG+05-41-008, 12.00,  6.00,   17.0,,1.5,0.7
MCG+05-03-059,  2.50,  2.00,   16.0,NGC  388,0,0
MCG+06-26-061, 25.00,  8.00,   12.0,NGC 3995,8,5
MCG+06-21-067, 11.00,  4.00,   14.0,NGC 2944,6,2
MCG+05-55-019,  0.00,  0.00,   16.0,,2.5,2.5
MCG+05-55-018,  4.00,  4.00,   16.0,,0,0
MCG+05-07-029, 15.00, 15.00,   14.0,,1.5,1.5
MCG+05-10-001,  5.00,  3.00,   15.0,,2,2
MCG+05-03-056,  7.00,  7.00,   14.0,NGC  385,4,4
MCG+05-03-044,  4.00,  2.00,   17.0,,0,0
MCG+06-25-067,  8.00,  2.00,   15.0,,0,0
MCG+06-26-037,  4.50,  4.00,   16.0,,0,0
MCG+06-25-064,  4.00,  4.00,   16.0,,2,2
MCG+05-04-062, 13.00,  3.50,   15.0,NGC  566,5,3
MCG+05-19-034,  6.00,  6.00,   15.3,,1.5,1.5
MCG+05-16-004,  7.00,  7.00,   15.2,,3,1.5
MCG+05-10-002, 10.00,  5.00,   14.0,,2,1.5
MCG+05-54-013,  5.00,  4.00,   15.0,,3,1
MCG+06-26-060, 11.00,  2.50,   14.0,NGC 3991,0,0
MCG+05-55-043, 16.00,  2.00,   15.0,,8,1.5
MCG+05-03-075,  0.00,  0.00,   14.0,,4.5,4.5
MCG+05-54-014,  5.50,  4.00,   15.0,,2,1.5
MCG+05-03-057,  3.00,  2.50,   16.0,NGC  386,0,0
MCG+05-03-049, 10.00,  2.00,   16.0,NGC  375,0,0
MCG+06-21-071,  4.00,  4.00,   15.0,,2.5,2
MCG+06-21-072,  7.00,  4.00,   14.0,,0,0
MCG+05-40-021,  5.00,  5.00,   15.0,,3,1
MCG+06-22-046, 20.00,  7.00,   12.0,NGC 3067,8,4
MCG+05-53-023,  8.00,  4.00,   15.0,,2,2
MCG+05-52-016,  5.00,  2.50,   15.0,NGC 7271,2.5,2
MCG+06-30-016, 11.00,  4.00,   14.0,,3.5,2
MCG+05-55-037, 14.00,  5.00,   14.0,,1.7,1.2
MCG+05-55-039, 23.00,  1.50,   15.0,,6,1.5
MCG+05-07-046,  7.00,  5.00,   17.0,,1.5,1.2
MCG+05-07-031, 20.00, 20.00,   15.0,,0.8,0
MCG+05-53-017,  5.00,  4.00,   15.0,,3,2
MCG+05-03-052,  0.00,  0.00,   15.0,NGC  382,3,3
MCG+06-34-003,  4.00,  4.00,   15.0,IC 4539,0,0
MCG+05-54-036, 25.00, 25.00,   13.0,NGC 7490,3.5,3.5
MCG+06-34-025,  5.00,  4.00,   15.0,,3,2
MCG+06-27-036,  7.00,  7.00,   15.0,,3.5,3
MCG+06-26-049, 11.00,  4.00,   14.0,NGC 3935,6.5,4
MCG+06-32-039,  8.00,  6.00,   14.0,,4,2.5
MCG+05-07-040,  6.00,  5.00,   16.0,,4,2
MCG+05-06-024, 20.00,  3.00,   15.0,IC 1789,3,2.5
MCG+05-54-006,  8.00,  4.00,   15.0,,3.5,2
MCG+05-03-053,  0.00,  0.00,   13.0,NGC  383,7,5
MCG+05-52-015,  8.00,  5.00,   14.0,NGC 7270,6,4
MCG+06-27-033,  5.00,  4.00,   15.0,,2.3,2
MCG+05-55-034, 15.00,  2.00,   15.0,,0,0
MCG+05-55-023, 15.00, 15.00,   14.0,NGC 7680,4.5,4.5
MCG+05-52-018,  8.00,  1.20,   16.0,,0,0
MCG+06-19-009,  4.00,  4.00,   16.0,IC 2384,2,2
MCG+06-22-033, 10.00,  3.00,   14.0,,0,0
MCG+05-07-035,  0.00,  0.00,   13.0,NGC 1060,5,5
MCG+06-28-044,  7.00,  4.00,   15.0,,4,2
MCG+05-54-011,  4.00,  4.00,   16.0,,1,1
MCG+05-54-008,  4.00,  3.00,   15.0,,2,2
MCG+05-03-072,  5.00,  2.50,   15.0,,0,0
MCG+05-07-014, 12.00, 12.00,   15.0,IC 1815,5,3
MCG+05-52-019,  8.00,  2.00,   15.0,NGC 7275,0,0
MCG+06-27-035,  3.00,  3.00,   16.0,,1.2,1.2
MCG+05-05-040, 10.00,  6.00,   16.0,,1,0.7
MCG+06-31-049,  8.00,  2.00,   15.0,,0,0
MCG+06-29-049, 12.00,  2.00,   15.0,,0,0
MCG+06-32-033,  4.00,  3.00,   14.0,,0,0
MCG+05-04-019, 10.00, 10.00,   14.0,,0,0
MCG+06-20-037,  8.00,  8.00,   15.0,,1.5,1.5
MCG+05-54-009, 10.00,  8.00,   14.0,,4,3
MCG+05-03-051,  0.00,  0.00,   14.0,NGC  380,4,4
MCG+05-17-011,  4.00,  4.00,   15.1,IC 2176,2,2
MCG+05-55-022,  7.00,  5.00,   15.0,,2.5,2.5
MCG+05-07-051, 10.00,  2.00,   15.0,,0,0
MCG+05-55-033,  8.00,  4.00,   15.0,,5,3
MCG+05-07-036,  7.00,  5.00,   15.0,NGC 1061,4,2
MCG+06-22-077, 12.00, 12.00,   14.0,,2,1
MCG+06-36-002, 11.00,  6.00,   14.0,,3,2
MCG+05-04-063, 11.00, 10.00,   14.0,NGC  571,2.5,2.5
MCG+06-31-050, 15.00,  4.00,   14.0,NGC 5433,11.5,3
MCG+06-25-036,  5.00,  3.00,   15.0,,2.5,2
MCG+05-07-042,  0.00,  0.00,   14.0,NGC 1066,3.5,3.5
MCG+05-10-003, 16.00,  4.00,   14.0,NGC 1465,3,2.5
MCG+05-03-050,  0.00,  0.00,   14.0,NGC  379,5,3.5
MCG+05-03-065,  3.00,  2.00,   16.0,NGC  398,0,0
MCG+05-18-008,  5.00,  3.00,   14.9,IC 2185,0,0
MCG+05-40-045,  6.00,  4.00,   15.1,,2.5,2
MCG+06-28-022,  2.50,  2.00,   15.0,,0,0
MCG+05-07-041, 12.00,  3.00,   15.0,,0,0
MCG+05-01-031,  7.00,  7.00,   15.0,,0,0
MCG+05-07-033,  8.00,  7.00,   15.0,NGC 1057,2,2
MCG+05-07-013, 35.00,  4.00,   14.0,NGC  973,6,3.5
MCG+06-30-003,  6.50,  6.50,   14.0,,3,1.7
MCG+05-55-008,  4.50,  3.00,   15.0,,0,0
MCG+05-53-007,  8.00,  6.00,   15.0,,1,0.5
MCG+05-07-043, 10.00, 10.00,   14.0,NGC 1067,3,2
MCG+05-05-017, 10.00, 10.00,   15.0,,2,2
MCG+06-26-020,  5.00,  4.00,   15.0,,0,0
MCG+06-27-056,  6.00,  6.00,   15.0,,0,0
MCG+05-18-017,  8.00,  3.00,   15.4,,3,2
MCG+05-06-027, 11.00,  5.00,   14.0,IC 1793,4.5,1.5
MCG+06-20-032,  0.00,  0.00,   15.0,IC 2439:,0,0
MCG+06-25-084,  5.00,  5.00,   16.0,,0,0
MCG+06-28-020,140, 20.00,    9.0,NGC 4631,0,0
MCG+05-19-023,  8.00,  5.00,   14.0,IC 2211,3,2
MCG+06-25-037,  0.00,  0.00,   15.0,,2.7,2.7
MCG+06-30-030,  3.00,  2.50,   15.0,,0,0
MCG+05-05-014, 44.00,  5.00,   13.0,,0,0
MCG+05-03-079,  5.00,  4.00,   16.0,,3,2
MCG+06-27-022,  5.00,  3.00,   15.0,,0,0
MCG+06-25-085, 13.00,  3.50,   15.0,,5,2.5
MCG+06-28-019,  0.00,  0.00,   13.0,NGC 4627,7,4
MCG+05-04-050,  4.00,  4.00,   17.0,,2,2
MCG+06-30-029,  4.00,  4.00,   15.0,,2.5,2.5
MCG+06-32-094, 15.00,  2.50,   15.0,,2,1.5
MCG+06-20-013A,  6.00,  2.00,   15.0,,0,0
MCG+05-01-032, 12.00,  3.00,   14.0,IC 1530,0,0
MCG+05-19-024,  4.50,  4.50,   15.0,IC 2212,1.5,1.5
MCG+05-03-067,  4.00,  2.50,   15.0,NGC  399,8,7
MCG+05-18-009,  8.00,  4.00,   15.3,,3,2.5
MCG+05-54-029, 10.00, 10.00,   14.0,,1.5,1.5
MCG+06-31-031,  4.00,  2.50,   15.0,,2,1.8
MCG+05-04-043,  0.00,  0.00,   14.0,,5,4
MCG+05-43-019,  7.00,  5.00,   15.7,,0,0
MCG+05-08-001,  6.00,  2.00,   16.0,,3,2
MCG+05-04-071,  0.00,  0.00,   15.0,,5,3
MCG+06-26-040,  7.00,  7.00,   15.0,,2,2
MCG+06-26-001,  9.00,  3.00,   14.0,,0,0
MCG+05-02-033, 10.00, 10.00,   14.0,,1,1
MCG+05-06-019, 10.00,  7.00,   14.0,IC 1784,0,0
MCG+06-35-032,  6.00,  4.50,   15.0,,0,0
MCG+05-03-001, 19.00,  7.50,   14.0,,12,2.5
MCG+05-55-016, 12.00,  8.00,   15.0,,5,5
MCG+05-55-029,  8.00,  2.00,   15.0,,4,2
MCG+05-04-047,  0.00,  0.00,   16.0,,2.5,2
MCG+06-20-013, 25.00, 25.00,   14.0,IC 2421,2.5,2.5
MCG+05-42-018, 14.00, 11.00,   14.4,,3.5,2.5
MCG+06-21-039,  7.00,  3.00,   15.0,,0,0
MCG+05-06-021,  5.50,  2.50,   15.0,IC 1785,2,2
MCG+05-54-040,  9.00,  8.00,   14.0,,5,3.5
MCG+06-30-031,  8.00,  2.00,   15.0,,3,2
MCG+05-17-013, 14.00,  7.00,   15.3,,4,3
MCG+05-03-003,  4.00,  4.00,   15.0,,0,0
MCG+06-26-026,  4.00,  3.00,   15.0,,3,2
MCG+05-04-072,  6.00,  4.00,   15.0,,4.5,3
MCG+05-55-028,  8.00,  3.00,   15.0,,1,1
MCG+06-22-059,  4.00,  4.00,   15.0,NGC 3099,2,2
MCG+06-29-021,  8.00,  6.00,   15.0,,0,0
MCG+05-03-071,  3.00,  3.00,   16.0,,0,0
MCG+05-06-011,  9.00,  4.00,   15.0,,2,2
MCG+06-22-058,  1.50,  1.50,   16.0,,0,0
MCG+05-07-047,  6.00,  6.00,   15.0,,2.5,2.5
MCG+05-04-022,  0.00,  0.00,   14.0,NGC  472,4,3.5
MCG+05-06-018, 12.00,  8.00,   16.0,,3,1.5
MCG+06-27-025,  6.00,  2.50,   15.0,,0,0
MCG+05-03-068, 15.00,  4.00,   14.0,NGC  403,5,3
MCG+05-07-019, 15.00,  1.50,   15.0,,0,0
MCG+05-06-012,  8.00,  1.50,   15.0,,0,0
MCG+05-01-018,  7.00,  4.00,   15.0,IC 5370,4,2
MCG+06-29-041,  9.00,  8.00,   14.0,,2,1
MCG+06-24-033,  0.00,  0.00,   16.0,IC 2612:,2,2
MCG+06-24-024,  0.00,  0.00,   14.0,NGC 3413,10,4
MCG+06-24-016, 12.00,  8.00,   14.0,IC 2604,4,2.3
MCG+05-07-006,  5.00,  5.00,   15.0,,2.5,2.5
MCG+05-04-068,  7.00,  7.00,   15.0,,2,1.5
MCG+06-32-096,  0.00,  0.00,   14.0,,4,3
MCG+06-23-018,  5.00,  3.00,   15.0,IC 2577,0,0
MCG+05-01-012,  6.00,  6.00,   16.0,,3,2.5
MCG+05-04-020,  6.50,  4.00,   15.0,NGC  468,3,3
MCG+05-03-048, 10.00,  4.00,   14.0,NGC  374,3,2.5
MCG+05-13-001,  7.00,  7.00,   15.0,,2,2
MCG+06-34-028,  8.00,  4.00,   14.0,,2.3,1
MCG+05-01-019,  7.00,  7.00,   15.0,,3.5,2.5
MCG+05-56-006,  8.00,  6.00,   15.0,IC 5355,1.5,1.5
MCG+05-54-001, 10.00,  3.00,   15.0,,1.5,1.5
MCG+06-22-006,  0.00,  0.00,   15.0,,3,2
MCG+06-20-040, 10.00, 10.00,   15.0,,1.5,1.5
MCG+06-30-062, 11.00,  8.00,   14.0,,0,0
MCG+05-54-010,  4.00,  2.00,   16.0,,2,2
MCG+06-33-015,  4.00,  3.00,   17.0,,0,0
MCG+06-27-013,  4.00,  3.00,   15.0,IC 3003,0,0
MCG+06-36-046,  7.00,  2.50,   15.0,NGC 6161,3.5,2
MCG+05-44-009,  9.00,  6.00,   14.9,,3,3
MCG+06-33-010,  1.80,  1.80,   16.0,,1,1
MCG+06-33-011,  4.00,  4.00,   17.0,,0.3,0
MCG+05-54-015,  7.00,  6.00,   15.0,,0,0
MCG+06-34-016,  5.00,  4.00,   15.0,,3,3
MCG+05-18-010,  9.00,  7.00,   15.3,,3,3
MCG+06-33-014, 11.00, 10.50,   14.0,,3,2
MCG+06-27-003, 11.00,  4.00,   17.0,,1.5,1.5
MCG+06-30-001,  3.00,  3.00,   15.0,,2.5,2.5
MCG+05-13-004,  0.00,  0.00,   15.0,,2.5,2.5
MCG+05-13-003,  0.00,  0.00,   15.0,,2,2
MCG+05-13-002,  0.00,  0.00,   14.0,,4,4
MCG+06-36-048,  0.00,  0.00,   15.0,NGC 6163,2.5,2
MCG+06-21-060,  8.00,  8.00,   14.0,NGC 2926,6,5
MCG+06-34-011,  5.00,  2.00,   15.0,IC 4549,0,0
MCG+06-33-009,  4.00,  3.00,   15.0,,0,0
MCG+05-16-001,  6.00,  6.00,   15.1,,3,3
MCG+06-27-009,  4.00,  1.50,   16.0,,2.5,1.5
MCG+06-31-025,  7.50,  2.00,   15.0,,0,0
MCG+06-32-014,  8.00,  6.00,   14.0,,4,2.5
MCG+05-18-023, 23.00,  6.00,   13.9,NGC 2410,6,3
MCG+06-36-047,  8.00,  7.00,   14.0,NGC 6162,3.5,2.5
MCG+05-55-017,  9.00,  4.00,   15.0,,3,2
MCG+06-29-038, 15.00,  1.00,   14.0,,0,0
MCG+06-19-015, 11.00,  4.50,   14.0,,6,2
MCG+06-34-005,  7.00,  3.00,   15.0,,1.5,1.5
MCG+06-26-053,  8.00,  1.00,   16.0,,0,0
MCG+06-29-084,  4.50,  3.50,   15.0,,0,0
MCG+05-02-042, 15.00,  4.00,   14.0,,5,2
MCG+05-53-006, 25.00, 20.00,   15.0,,2,2
MCG+05-07-016,  0.00,  0.00,   14.0,NGC  978A,5,3.5
MCG+05-07-017,  4.00,  2.00,   15.0,NGC  978B,2,2
MCG+06-34-004,  4.00,  3.00,   15.0,,2,1.7
MCG+06-31-024,  6.00,  2.00,   16.0,,3,2
MCG+06-29-027, 11.00,  2.50,   14.0,,4,2
MCG+06-24-025, 30.00,  7.00,   13.0,NGC 3424,15,4
MCG+05-55-030,  6.50,  4.50,   15.0,,0,0
MCG+06-32-043, 11.00,  2.00,   15.0,,3.5,1.2
MCG+05-04-012,  6.50,  6.50,   15.0,,1.5,1
MCG+06-18-005, 15.00,  4.00,   14.0,,11,2.5
MCG+05-42-001,  0.00,  0.00,   15.3,,3,1.5
MCG+06-29-018, 12.00,  2.50,   14.0,,4,2
MCG+06-31-021, 11.00,  7.50,   14.0,,3.5,2.5
MCG+06-27-006,  2.30,  1.20,   16.0,,0,0
MCG+06-27-005,  5.00,  1.70,   16.0,,0,0
MCG+05-55-001,  8.00,  2.00,   15.0,,0,0
MCG+05-02-028,  7.50,  4.00,   15.0,,4,2
MCG+05-42-013, 16.00,  8.00,   14.3,,6,3
MCG+06-16-033, 15.00,  3.00,   15.0,,4,2
MCG+06-29-018A,  4.00,  2.00,   16.0,,0,0
MCG+05-03-076,  6.00,  3.00,   16.0,,0,0
MCG+05-03-058,  8.00,  8.00,   15.0,,3,1.5
MCG+06-30-044,  2.50,  2.50,   15.0,,0,0
MCG+06-32-052,  4.00,  2.00,   15.0,,0,0
MCG+06-22-021, 16.00,  8.00,   14.0,,4,1.7
MCG+06-21-016, 11.00,  5.00,   15.0,,3,2.5
MCG+06-22-071, 13.00,  3.00,   15.0,,0,0
MCG+06-32-027,  8.00,  6.00,   16.0,,1.5,1.5
MCG+06-30-022,  4.00,  3.00,   16.0,,2,2
MCG+06-32-051,  7.00,  6.00,   15.0,,4,2
MCG+05-03-084,  8.00,  7.00,   15.0,,3,2
MCG+05-03-045, 10.00,  8.00,   16.0,,0,0
MCG+06-24-026, 37.00, 20.00,   12.0,NGC 3430,10,7
MCG+05-06-008,  7.00,  4.00,   15.0,,3,2
MCG+05-06-007,  6.00,  6.00,   15.0,,0,0
MCG+05-05-027,  8.00,  3.00,   15.0,,4,2
MCG+05-52-004,  7.00,  3.00,   15.0,,2.5,2
MCG+06-24-017, 15.00,  8.00,   13.0,NGC 3395,0,0
MCG+05-07-008, 13.00, 12.00,   14.0,NGC  969,4.5,3
MCG+05-07-012, 15.00, 11.00,   14.0,NGC  974,3,3
MCG+05-01-046, 12.00,  5.00,   14.0,,6,4
MCG+05-04-001,  8.00,  6.00,   14.0,,0,0
MCG+06-24-018, 24.00, 10.00,   14.0,NGC 3396,7,4
MCG+06-35-040,  3.50,  3.50,   15.0,,0,0
MCG+06-27-011,  6.50,  4.00,   14.0,NGC 4122:,2,2
MCG+05-06-029, 16.00,  1.50,   14.0,,0,0
MCG+05-07-049,  8.00,  2.50,   16.0,,4,2
MCG+05-05-031, 10.00,  3.00,   14.0,NGC  740,0,0
MCG+05-07-009,  6.00,  1.50,   16.0,NGC  970,1.5,1.5
MCG+06-21-018,  4.00,  4.00,   15.0,,2,2
MCG+06-27-037,  4.50,  2.50,   16.0,,0,0
MCG+06-32-092,  5.00,  5.00,   16.0,,2,2
MCG+05-07-048,  0.00,  0.00,   16.0,,4,2.5
MCG+05-05-020,  5.00,  5.00,   15.0,,3,2
MCG+06-22-074, 24.00,  3.00,   14.0,NGC 3118,5,2.5
MCG+06-36-001,  6.00,  6.00,   15.0,NGC 6089,2.5,2.5
MCG+05-05-028, 12.00, 12.00,   14.0,NGC  736,5,5
MCG+05-04-015, 15.00,  2.50,   15.0,,0,0
MCG+06-32-020,  0.00,  0.00,   14.0,NGC 5611,7.5,3.5
MCG+06-30-037, 11.00,  4.00,   14.0,,4,3
