name,maj_axis,min_axis,mag,cat_num,in_maj,in_min
MCG+06-16-006, 11.00,  2.50,   14.0,,0,0
MCG+05-03-054,  4.00,  2.00,   16.0,IC 1619:,0,0
MCG+06-22-060, 10.00,  4.00,   15.0,,2.5,1.7
MCG+05-04-046,  7.00,  4.00,   15.0,IC 1689,5,3
MCG+06-39-012,  5.00,  4.00,   15.0,,2,2
MCG+05-05-016,  0.00,  0.00,   15.0,IC 1733,3,3
MCG+05-04-006, 20.00, 20.00,   14.0,NGC  447,5,3
MCG+06-22-023,  0.00,  0.00,   15.0,,3,2
MCG+06-16-025, 10.00,  7.00,   15.0,,2,2
MCG+06-18-002,  5.50,  5.50,   15.0,,2.5,2.5
MCG+06-29-076, 13.00,  6.00,   15.0,,0,0
MCG+06-39-013,  2.50,  1.70,   15.0,,0,0
MCG+06-39-014,  5.00,  4.00,   15.0,,2.5,2.5
MCG+06-20-036,  7.00,  4.00,   15.0,,1,1
MCG+06-41-022, 11.00,  8.00,   15.0,IC 1296,3,2
MCG+05-04-011,  6.50,  4.50,   14.0,NGC  451,0,0
MCG+06-20-038, 35.00, 10.00,   12.0,NGC 2770,0,0
MCG+05-05-013,  4.00,  4.00,   16.0,,2,2
MCG+05-05-018,  5.00,  3.00,   16.0,IC 1735,2,1.5
MCG+06-27-001, 12.00,  5.00,   14.0,,3,2
MCG+06-25-073,  7.00,  6.00,   14.0,,4,1.5
MCG+06-30-035,  8.00,  2.50,   14.0,,2.5,1.5
MCG+06-30-063, 15.50,  3.00,   14.0,,0,0
MCG+05-04-009,  6.00,  4.00,   15.0,NGC  449,4,2.5
MCG+05-03-077, 15.00,  4.00,   14.0,NGC  407,6,3
MCG+05-03-064,  0.00,  0.00,   16.0,NGC  397:,2,2
MCG+06-17-020, 14.00,  3.00,   15.0,IC 2201,5,2.5
MCG+06-29-078,  7.00,  7.00,   15.0,NGC 5098,2.5,2.5
MCG+06-29-077,  7.00,  7.00,   15.0,NGC 5096,2.5,2.5
MCG+06-26-031, 10.00,  2.00,   15.0,IC 2959,4,2
MCG+06-26-034,  5.00,  5.00,   15.0,NGC 3881,2.5,2.5
MCG+06-22-020, 14.00,  4.00,   15.0,,0,0
MCG+05-03-062,  0.00,  0.00,   14.0,NGC  392,4,3
MCG+06-21-017,  4.00,  2.50,   16.0,,1.5,1.5
MCG+06-21-020, 11.00,  2.00,   16.0,,0,0
MCG+06-26-055,  9.00,  2.00,   15.0,,5,2
MCG+06-35-027,  2.50,  1.80,   15.0,,0,0
MCG+05-03-080,  0.00,  0.00,   13.0,NGC  410,7,5
MCG+05-03-063,  4.00,  2.00,   15.0,NGC  394,0,0
MCG+06-26-054,  5.00,  1.00,   15.0,,0,0
MCG+05-06-037, 11.00,  4.00,   15.0,,0,0
MCG+06-22-055, 20.00, 10.00,   14.0,,5,2.5
MCG+06-30-034,  7.00,  5.00,   14.0,,3,2
MCG+06-34-006,  7.00,  4.50,   15.0,IC 4542A,2,1.7
MCG+06-34-007,  2.50,  0.70,   16.0,IC 4542B,0,0
MCG+06-26-030,  4.50,  4.00,   16.0,IC 2958,2,1.5
MCG+06-26-033,  5.00,  5.00,   15.0,NGC 3880,2.8,2.8
MCG+06-36-045,  5.00,  3.50,   15.0,,2,1.5
MCG+06-31-063,  3.00,  2.50,   16.0,,0,0
MCG+06-28-035, 15.00, 10.00,   14.0,NGC 4719,4,2.5
MCG+06-29-029,  7.00,  7.00,   14.0,NGC 4959,2,2
MCG+06-33-017,  7.00,  2.00,   15.0,,2.5,1.5
MCG+06-26-005,  4.00,  4.00,   15.0,,3,2.5
MCG+05-55-026,  4.00,  3.00,   18.0,,0,0
MCG+05-05-035, 20.00, 12.00,   13.0,NGC  751,8,5
MCG+06-39-027, 23.00,  5.00,   13.0,NGC 6504,17,4
MCG+05-04-034, 19.00,  7.00,   13.0,NGC  494,7,3
MCG+06-31-016,  2.00,  1.00,   18.0,,0,0
MCG+06-31-015,  4.00,  4.00,   15.0,,2,2
MCG+06-31-013,  5.00,  3.00,   16.0,,1.3,1.3
MCG+06-27-040,  0.00,  0.00,   11.0,NGC 4203,8,8
MCG+05-07-045,  8.00,  5.00,   15.0,,3.5,1.7
MCG+05-05-021,  8.00,  8.00,   16.0,,3.5,2
MCG+06-31-012,  3.00,  3.00,   15.0,,1.5,1.5
MCG+06-26-032,  4.00,  4.00,   15.0,NGC 3878,2,2
MCG+05-05-034, 20.00, 12.00,   13.0,NGC  720,10,4
MCG+05-04-041, 15.00,  3.00,   14.0,NGC  504,5,3
MCG+06-28-007,  4.50,  2.00,   16.0,,0,0
MCG+05-04-025,  9.00,  7.00,   15.0,IC 1677,2.5,2.5
MCG+06-35-005,  8.00,  8.00,   14.0,,2.2,1.5
MCG+06-32-057,  8.00,  3.00,   15.0,,5,2
MCG+06-32-035,  0.00,  0.00,   13.0,NGC 5623,4,3.5
MCG+06-32-038, 15.00,  3.00,   14.0,,7,2.5
MCG+05-05-030,  4.00,  4.00,   15.0,NGC  739:,2.5,2
MCG+06-20-028, 20.00,  4.00,   14.0,,7,4
MCG+06-16-001,  6.00,  3.50,   15.0,,4,2.5
MCG+06-29-079,  7.00,  4.00,   14.0,,2.5,2
MCG+06-37-005,  6.00,  4.00,   16.0,,0,0
MCG+06-41-007,  9.00,  4.50,   15.0,,5,3
MCG+05-04-032,  6.00,  3.00,   15.0,IC 1682,0,0
MCG+05-04-044,  0.00,  0.00,   13.0,NGC  507,8,8
MCG+05-06-030,  0.00,  0.00,   13.0,NGC  890,8,5
MCG+06-22-029, 10.00,  9.00,   14.0,,0,0
MCG+05-02-009,  8.00,  5.00,   14.0,,0,0
MCG+05-04-039,  0.00,  0.00,   16.0,IC 1687,4,3
MCG+05-03-060,  8.00,  6.00,   16.0,,3,3
MCG+06-26-003,  5.00,  2.00,   15.0,,0,0
MCG+05-02-017, 11.00,  8.00,   14.0,,4,1.5
MCG+05-04-045,  0.00,  0.00,   14.0,NGC  508,5,5
MCG+06-31-061,  0.00,  0.00,   14.0,IC 4369,3,2
MCG+05-04-028,  6.00,  6.00,   15.0,IC 1680,3,3
MCG+06-18-007,  6.00,  6.00,   15.0,IC 2214,4,3
MCG+05-52-012, 20.00,  2.00,   14.0,,12,2
MCG+06-29-081,  2.50,  2.00,   15.0,,0,0
MCG+06-26-006,  9.00,  2.00,   15.0,,0,0
MCG+05-05-044,  0.00,  0.00,   15.0,,5,4
MCG+06-28-021, 11.00,  2.00,   14.0,,0,0
MCG+06-31-064,  3.00,  0.50,   18.0,,0,0
MCG+06-31-057,  2.50,  2.50,   16.0,,0,0
MCG+06-31-058,  4.00,  4.00,   15.0,,2,1.7
MCG+06-31-065,  8.00,  1.50,   15.0,IC 4371,3,1.2
MCG+06-36-053,  0.00,  0.00,   15.0,,5,4
MCG+06-35-028,  4.00,  4.00,   16.0,,2,2
MCG+06-26-028,  5.00,  5.00,   15.0,NGC 3855,3,2
MCG+06-30-019,  0.00,  0.00,   16.0,,2,2
MCG+05-04-048,  4.00,  3.00,   16.0,,0,0
MCG+06-31-060,  3.00,  2.00,   15.0,,2,2
MCG+06-31-059,  9.00,  2.00,   15.0,IC 4370,3,2
MCG+05-01-036, 13.00, 13.00,   14.0,NGC   20,5,5
MCG+05-03-029,  4.00,  3.00,   15.0,,0,0
MCG+06-26-068, 15.00, 13.00,   16.0,,0,0
MCG+06-30-020,  7.00,  2.00,   16.0,,3,1.5
MCG+05-04-040,  0.00,  0.00,   15.0,NGC  503,3,2.5
MCG+05-01-048, 15.00,  7.00,   14.0,NGC   29,5.5,4
MCG+05-53-016, 10.00,  8.00,   15.0,,2.5,2
MCG+05-03-082,  3.50,  3.50,   15.0,IC 1638,2.5,2.5
MCG+05-07-021, 13.00, 12.00,   14.0,NGC  987,6,3
MCG+06-26-052, 13.00,  8.00,   14.0,IC 2973,6,1.5
MCG+06-26-024,  2.50,  2.00,   15.0,IC 2952,0,0
MCG+06-26-025, 12.00,  8.00,   14.0,IC 2953,2.5,2
MCG+06-28-009,  0.00,  0.00,   16.0,,0,0
MCG+05-05-036, 11.00,  4.00,   14.0,NGC  760/,3,2
MCG+05-01-053, 13.00,  8.00,   15.0,,3.5,3
MCG+06-30-050,  8.00,  2.00,   15.0,IC 4301,3,1.5
MCG+06-27-010,  4.50,  4.50,   15.0,IC 3002,2.5,2
MCG+05-07-044,  8.00,  5.00,   15.0,,4.5,2.5
MCG+05-56-002, 22.00, 20.00,   14.0,,7,3
MCG+05-04-005,  8.00,  7.00,   14.0,IC 1653,3,3
MCG+06-32-090,  0.00,  0.00,   15.0,IC 4496,3,3
MCG+06-32-099, 10.00,  8.00,   14.0,IC 4505,3.5,2.5
MCG+05-08-004,  7.00,  2.50,   15.0,,1.5,1.5
MCG+06-22-013, 60.00, 12.00,   12.0,NGC 3003,18,7
MCG+05-55-004, 10.00,  3.00,   15.0,,0,0
MCG+06-20-011, 80.00, 18.00,    9.0,NGC 2683,40,10
MCG+06-30-048,  1.50,  1.50,   16.0,IC 4300,0,0
MCG+06-30-058,  4.00,  1.50,   15.0,IC 4306,2.5,1.5
MCG+06-30-055, 10.50,  3.00,   14.0,IC 4304,0,0
MCG+06-29-010,  4.00,  3.00,   15.0,,0,0
MCG+06-21-026,  7.00,  6.00,   14.0,,4,3
MCG+06-39-005,  6.00,  4.00,   15.0,,2,2
MCG+06-15-012, 11.00,  6.00,   14.0,NGC 2290,2.5,2.5
MCG+05-04-054,  7.00,  3.00,   14.0,NGC  517,14,7
MCG+05-56-017,  4.00,  4.00,   16.0,,1.5,1.5
MCG+05-03-061,  8.50,  5.00,   15.0,,7,2
MCG+06-17-002, 11.00,  8.00,   14.0,,2.5,2.5
MCG+06-21-012,  6.00,  6.00,   15.0,,2,2
MCG+06-21-066,  1.50,  0.80,   18.0,,0,0
MCG+06-15-011,  1.50,  1.50,   15.0,,0,0
MCG+06-28-013,  4.00,  3.00,   16.0,,2,1.7
MCG+06-35-019,  5.00,  5.00,   17.0,,1,1
MCG+05-01-034, 22.00,  4.00,   14.0,NGC   13,6,3
MCG+05-53-014, 10.00,  8.00,   14.0,,4,4
MCG+05-52-017, 14.00,  4.00,   14.0,,5,1.5
MCG+06-31-007, 15.00, 11.00,   12.0,NGC 5347,4,3
MCG+06-15-010,  8.00,  4.00,   14.0,NGC 2288,3,2.5
MCG+05-04-027,  5.00,  4.00,   15.0,IC 1679,0,0
MCG+05-04-038,  0.00,  0.00,   13.0,NGC  499,8,5
MCG+06-30-054,  0.00,  0.00,   14.0,IC 4305,3,3
MCG+05-07-025,  8.00,  6.00,   15.0,,2.5,1
MCG+05-03-070,  5.00,  5.00,   17.0,,2,2
MCG+06-18-001,  7.00,  5.00,   15.0,,2.5,2.5
MCG+06-18-009,  4.00,  4.00,   15.0,,3,2.5
MCG+06-28-017, 10.00, 10.00,   14.0,NGC 4583,5,4
MCG+05-04-052, 11.00,  9.00,   14.0,NGC  515,4,3
MCG+06-37-021,  7.00,  7.00,   17.0,IC 4638,0,0
MCG+06-30-051, 13.00,  1.00,   15.0,IC 4302,0,0
MCG+05-04-035, 11.00,  8.00,   14.0,NGC  495,5,3
MCG+05-05-015,  5.00,  4.00,   15.0,,3,2
MCG+05-04-065, 23.00,  5.00,   14.0,NGC  582,7,3
MCG+06-28-026,  8.00,  5.00,   14.0,,0,0
MCG+05-04-037,  0.00,  0.00,   16.0,NGC  498,2.5,2.5
MCG+06-27-007,  7.00,  2.50,   15.0,IC 3001,2,2
MCG+06-26-023,  0.00,  0.00,   14.0,NGC 3847,3,3
MCG+06-15-014,  6.00,  2.50,   14.0,NGC 2294,0,0
MCG+06-27-053,120,110,   12.0,NGC 4395,20,10
MCG+05-04-021,  6.00,  6.00,   14.0,,3,3
MCG+06-31-072, 17.00,  3.00,   14.0,,0,0
MCG+05-52-007,  9.00,  9.00,   14.0,,4,1.5
MCG+06-19-019, 15.00,  3.00,   14.0,,5,2
MCG+05-07-007, 15.00, 15.00,   15.0,,0,0
MCG+06-27-043, 15.00,  8.00,   14.0,NGC 4227,5,3
MCG+06-17-019, 16.00,  2.00,   15.0,,6,2
MCG+06-15-013,  8.00,  8.00,   15.0,NGC 2291,2,2
MCG+06-30-027,  4.00,  3.50,   15.0,,1.5,1
MCG+05-04-029,  7.00,  7.00,   14.0,NGC  483,3.5,3.5
MCG+05-04-036, 15.00,  8.00,   14.0,NGC  496,5,2
MCG+06-15-008, 12.00, 12.00,   14.0,NGC 2275,5,5
MCG+06-30-060,  8.00,  8.00,   15.0,,0,0
MCG+05-03-078, 11.00,  7.00,   15.0,,2.5,2.5
MCG+06-22-018,  4.00,  4.00,   15.0,,2.5,2
MCG+06-22-019, 15.00,  8.00,   13.0,NGC 3021,11,5
MCG+06-31-019,  4.00,  2.00,   15.0,,0,0
MCG+06-27-044, 10.00,  7.00,   14.0,NGC 4229,3.5,2
MCG+06-21-005,  5.00,  5.00,   15.0,,3.5,2
MCG+06-15-007, 11.00,  9.00,   14.0,NGC 2274,4,3
MCG+06-32-061,  4.00,  4.00,   16.0,,0,0
MCG+06-30-092,  7.00,  4.00,   14.0,NGC 5312,3,2.5
MCG+06-28-004,  7.00,  3.00,   15.0,,0,0
MCG+05-06-045,100, 50.00,   11.0,NGC  925,12,6
MCG+06-30-101,  6.00,  5.00,   15.0,NGC 5321,3.5,2
MCG+06-16-018,  0.00,  0.00,   16.0,,2.5,2
MCG+06-15-009,  4.00,  4.00,   16.0,,0,0
MCG+06-21-049,  4.00,  3.00,   16.0,,3,2
MCG+05-04-026,  6.00,  4.00,   15.0,,4,2.5
MCG+06-22-039,  6.00,  4.00,   15.0,IC 2524,3,2.5
MCG+06-25-008,  7.00,  5.00,   15.0,,3.5,2
MCG+06-15-006,  9.00,  9.00,   15.0,,0,0
MCG+06-24-022,  0.00,  0.00,   15.0,,2.5,2
MCG+05-04-064, 12.00, 10.00,   14.0,NGC  579,0,0
MCG+06-32-058,  3.00,  1.50,   16.0,,0,0
MCG+06-32-058A,  8.00,  3.00,   15.0,,0,0
MCG+05-52-005, 10.00,  1.70,   15.0,,0,0
MCG+06-27-047, 11.00,  7.00,   15.0,,3,1
MCG+06-21-011, 13.00,  2.50,   15.0,NGC 2826,6,2.5
MCG+06-25-068,  5.00,  5.00,   15.0,,3,2
MCG+06-25-040,  7.00,  1.50,   16.0,,2.5,1.2
MCG+06-16-023,  8.00,  6.00,   15.0,,2,2
MCG+06-37-003,  8.00,  4.00,   15.0,,5,3
MCG+06-21-023,  0.00,  0.00,   15.0,NGC 2839,3,3
MCG+05-04-073,  0.00,  0.00,   14.0,NGC  608,8,5
MCG+06-30-007,  8.00,  6.00,   15.0,,3,2
MCG+06-21-048,  0.00,  0.00,   15.0,,2.5,2.5
MCG+06-30-066,  4.00,  4.00,   15.0,,0,0
MCG+06-34-022,  7.00,  7.00,   14.0,,2,1.5
MCG+05-04-057, 12.00,  8.00,   14.0,NGC  528,6,4
MCG+06-17-012, 23.00,  3.00,   14.0,,4,2
MCG+06-30-067,  4.00,  2.50,   15.0,,2.5,2
MCG+06-30-097,  0.00,  0.00,   17.0,,1,1
MCG+06-30-096,  0.00,  0.00,   13.0,NGC 5318,5,4
MCG+05-04-075, 10.00, 10.00,   14.0,NGC  614,5,5
MCG+06-26-017,  8.00,  4.50,   14.0,,4,2.5
MCG+05-06-025,  7.00,  7.00,   14.0,,0,0
MCG+06-30-095,  6.00,  2.00,   15.0,,0,0
MCG+06-24-005,  7.00,  3.00,   16.0,,0,0
MCG+05-54-047,  8.00,  3.00,   15.0,,3.5,2.5
MCG+06-25-050,  7.00,  4.00,   15.0,,2.5,2
MCG+06-07-002,  8.00,  3.00,   15.0,,4,2
MCG+06-30-049,  3.00,  3.00,   15.0,,2,2
MCG+06-33-008,  4.00,  4.00,   15.0,IC 4520,3,3
MCG+06-21-038,  7.00,  4.00,   15.0,,4,2.5
MCG+05-54-005, 11.00,  7.00,   14.0,,0,0
MCG+06-31-088,  7.00,  1.30,   16.0,,0,0
MCG+06-24-014, 11.00,  3.00,   16.0,,0,0
MCG+06-21-024,  0.00,  0.00,   15.0,,2.5,2
MCG+06-06-014, 10.00,  8.00,   14.0,,5,5
MCG+05-04-002, 11.00,  8.00,   14.0,NGC  431,4,3
MCG+06-32-087,  6.00,  5.00,   15.0,,0,0
MCG+06-21-021,  0.00,  0.00,   16.0,NGC 2834,2,2
MCG+06-21-015,  0.00,  0.00,   14.0,NGC 2832,5,5
MCG+06-21-014, 10.00,  2.00,   15.0,NGC 2831,6,2
MCG+06-06-026,  5.00,  5.00,   15.0,,2,1.5
MCG+06-30-069, 13.00,  1.50,   15.0,,0,0
MCG+06-06-001,  6.00,  5.00,   15.0,,2.5,2
MCG+06-21-033,  5.00,  5.00,   15.0,,3,2
MCG+06-07-021, 18.00,  4.00,   15.0,,1.5,1.5
MCG+06-37-004,  7.50,  2.00,   15.0,,2,2
MCG+06-21-013,  0.00,  0.00,   15.0,NGC 2830,7,5
MCG+06-21-010,  8.00,  4.00,   15.0,NGC 2825,6,2.5
MCG+06-22-061,  5.00,  5.00,   15.0,,0,0
MCG+06-16-011,  6.00,  4.00,   15.0,,2.5,1.5
MCG+06-16-012,  6.00,  6.00,   14.0,,4,4
MCG+06-31-070,  8.00,  3.00,   15.0,,3,3
MCG+06-23-011, 11.00,  7.00,   14.0,,3,2
MCG+06-03-010,  6.00,  4.50,   15.0,,5,4
MCG+06-21-029,  0.00,  0.00,   15.0,,3,2.5
MCG+06-04-016,  6.00,  3.00,   14.0,NGC  513,0,0
MCG+06-03-026,  8.00,  5.00,   15.0,,2,1
MCG+06-09-017,  6.00,  5.00,   14.0,,3,2.5
MCG+06-31-046,  4.00,  2.50,   17.0,,0,0
MCG+06-03-027, 13.00,  2.00,   14.0,,0,0
MCG+06-21-032,  5.00,  5.00,   15.0,,2.5,2.5
MCG+06-26-011, 19.00,  3.50,   13.0,,0,0
MCG+06-26-029,  4.00,  4.00,   16.0,,2,2
MCG+06-49-025, 12.00,  4.00,   15.0,,8,2.5
MCG+06-04-032,  6.00,  6.00,   16.0,,1.5,1
MCG+06-31-045, 11.00,  7.50,   14.0,NGC 5421,3,2
MCG+06-28-023,  6.00,  6.00,   16.0,,0.5,0
MCG+06-25-028,  8.00,  8.00,   14.0,,3,3
MCG+06-23-013, 10.00,  5.00,   15.0,,2,2
MCG+06-06-004,  8.00,  5.00,   14.0,,0,0
MCG+06-17-006,  4.00,  4.00,   15.0,NGC 2379,3,2.5
MCG+06-17-004,  4.00,  4.00,   15.0,NGC 2373,0,0
MCG+06-03-013,  6.00,  5.00,   15.0,,4,4
MCG+06-16-017, 11.00,  6.00,   14.0,,0,0
MCG+06-25-061,  4.00,  4.00,   15.0,,2,2
MCG+06-17-008,  6.00,  2.50,   15.0,NGC 2385,0,0
MCG+06-17-010, 10.00,  5.00,   14.0,NGC 2388,5,4
MCG+06-03-019, 11.00, 11.00,   15.0,,2,2
MCG+06-40-010, 11.00, 10.00,   14.0,,5,4
MCG+06-17-005, 13.00, 11.00,   14.0,NGC 2375,6,4
MCG+06-04-014,  5.00,  5.00,   14.0,,1.5,1.5
MCG+06-29-028,  7.00,  3.00,   15.0,,4,1.5
MCG+06-30-083, 12.00, 11.00,   14.0,,4,1.5
MCG+06-22-008, 10.00,  6.00,   15.0,,0,0
MCG+06-26-010,  5.00,  4.00,   15.0,,3,2
MCG+06-21-070,  4.00,  2.50,   15.0,,0,0
MCG+06-32-034, 15.00,  8.00,   14.0,,3,2
MCG+06-17-011, 20.00, 15.00,   14.0,NGC 2389,6,4
MCG+06-10-007, 13.00,  5.00,   16.0,,2.5,2.5
MCG+06-35-008,  6.00,  5.00,   15.0,,4,1.3
MCG+06-30-081, 15.00,  3.00,   14.0,,7,2
MCG+06-21-027,  0.00,  0.00,   14.0,,4,4
MCG+06-22-056,  6.00,  3.00,   16.0,,4,2
MCG+06-04-003,  8.00,  7.00,   14.0,,4,3
MCG+06-07-024,  2.50,  1.50,   15.0,,0,0
MCG+06-07-025,  8.00,  3.00,   15.0,,3,1.5
MCG+06-21-006,  4.00,  4.00,   16.0,,2,2
MCG+06-21-004,  5.00,  5.00,   16.0,,2.5,2
MCG+06-04-026,  4.00,  2.50,   16.0,,0,0
MCG+06-04-013, 15.00,  3.50,   14.0,NGC  512,8,2.5
MCG+06-40-020,  7.00,  6.00,   17.0,,1.5,1.5
MCG+06-21-009,  7.00,  2.50,   15.0,IC 2460,4,2
MCG+06-30-023, 11.00,  1.50,   17.0,,2,1
MCG+06-49-038,  4.00,  4.00,   15.0,NGC 7317,3,2.5
MCG+06-49-042, 19.00, 10.00,   13.0,NGC 7320,3,3
MCG+06-41-001,  6.00,  6.00,   15.0,,3,3
MCG+06-49-039,  4.00,  4.00,   14.0,NGC 7318A,3,2.5
MCG+06-49-040, 15.00, 10.00,   14.0,NGC 7318A,3.5,2
MCG+06-04-010,  6.00,  2.00,   16.0,,0,0
MCG+06-21-046,  5.00,  4.00,   14.0,,2.5,2.5
MCG+06-06-025, 10.00,  4.00,   14.0,,4,3
MCG+06-06-058, 12.00,  6.00,   15.0,,4,2.5
MCG+06-26-012,  5.00,  5.00,   15.0,,1.5,1
MCG+06-49-041, 13.00,  9.00,   15.0,NGC 7319,4,2
MCG+06-01-008,  4.00,  2.00,   15.0,,2,1.5
MCG+06-49-078,  8.00,  8.00,   14.0,NGC 7363,1.2,1.2
MCG+06-29-045, 10.00,  2.00,   15.0,,0,0
MCG+06-18-013, 18.00, 15.00,   13.0,NGC 2532,5,5
MCG+06-29-073,  2.00,  2.00,   15.0,,0,0
MCG+06-17-029, 21.00,  2.50,   14.0,IC 2207,0,0
MCG+06-25-051,  5.00,  5.00,   15.0,,2,2
MCG+06-16-036, 11.00,  1.50,   15.0,,0,0
MCG+06-49-043,  4.00,  4.00,   17.0,,1,1
MCG+06-50-002,  0.00,  0.00,   15.0,,4,4
MCG+06-29-060,  8.50,  5.00,   14.0,,2,2
MCG+06-29-063,  5.50,  5.50,   15.0,,2.5,2.3
MCG+06-51-002, 10.50,  3.00,   14.0,,5,2
MCG+06-16-034, 15.00,  4.00,   14.0,,0,0
MCG+06-21-052,  5.00,  4.00,   14.0,,3,2
MCG+06-50-001,  9.00,  9.00,   14.0,,4,4
MCG+06-39-028,  8.00,  4.50,   14.0,,0,0
MCG+06-32-083, 22.50, 11.00,   13.0,NGC 5727,5,4
MCG+06-21-051,  7.00,  5.00,   15.0,,4,2.5
MCG+06-32-018,  7.00,  7.00,   14.0,,4,4
MCG+06-32-019,  7.00,  2.50,   14.0,,0,0
MCG+06-21-065, 20.00, 14.00,   13.0,NGC 2942,2.5,2.5
MCG+06-04-018, 14.00,  5.00,   14.0,NGC  523,8,4
MCG+06-22-035,  4.50,  4.50,   15.0,,0,0
MCG+06-07-029,  7.00,  7.00,   16.0,,2.5,1.5
MCG+06-03-012,  5.00,  4.00,   15.0,,4,3.5
MCG+06-05-102, 10.00,  3.00,   14.0,,3.5,2
MCG+06-34-026,  4.50,  4.00,   15.0,,2,1
MCG+06-40-004, 10.00,  6.00,   15.0,,0,0
MCG+06-28-014,  1.50,  1.00,   18.0,,0.5,0
MCG+06-25-062,  6.00,  5.00,   15.0,,0,0
MCG+06-28-015, 13.00,  2.00,   14.0,,0,0
MCG+06-28-016,  2.00,  1.50,   17.0,,0,0
MCG+06-30-045,  3.00,  1.30,   15.0,,0,0
MCG+06-17-014, 13.00,  8.00,   14.0,NGC 2393,3,3
MCG+06-24-034,  8.00,  4.00,   14.0,,5,3
MCG+06-29-058,  0.00,  0.00,   15.0,,4.5,2.2
MCG+06-29-070,  5.00,  2.00,   15.0,,2.5,1.7
MCG+06-17-030, 11.00, 10.00,   15.0,,2,1.5
MCG+06-04-039,  5.00,  4.00,   14.0,,0,0
MCG+06-21-008,  7.00,  4.00,   15.0,NGC 2823,5,2
MCG+06-21-001,  4.00,  4.00,   16.0,,1.5,1.5
MCG+06-25-024,  0.00,  0.00,   16.0,,2,2
MCG+06-49-059, 10.00,  8.00,   14.0,NGC 7343,5,3.5
MCG+06-30-046, 11.00,  8.00,   13.0,,4,4
MCG+06-07-028,  9.00,  4.00,   16.0,,3.5,2
MCG+06-03-025,  8.00,  7.00,   15.0,,4,4
MCG+06-29-059,  8.00,  6.00,   15.0,,2,1
MCG+06-41-003,  7.00,  4.50,   14.0,NGC 6657,3,2
MCG+06-31-038,  6.50,  6.50,   15.0,,1.5,1.5
MCG+06-16-035, 10.00,  2.50,   14.0,,0,0
MCG+06-21-047, 10.00, 10.00,   14.0,,2.5,2
MCG+06-17-027,  7.00,  2.00,   17.0,,0,0
MCG+06-29-043,  6.00,  6.00,   15.0,,3,3
MCG+06-39-021,  7.00,  3.50,   15.0,,3,2.5
MCG+06-30-084,  8.00,  2.00,   15.0,,4,1.5
MCG+06-29-074,  8.00,  3.00,   15.0,,3,2
MCG+06-21-050,  6.00,  2.00,   15.0,,0,0
MCG+06-07-026,  5.00,  5.00,   16.0,,2,2
MCG+06-20-021,  5.00,  4.00,   15.0,,0,0
MCG+06-40-021,  7.00,  4.50,   15.0,,2,2
MCG+06-25-057,  0.00,  0.00,   14.0,,4,2.8
MCG+06-25-045,  8.00,  6.00,   15.0,,3,2
MCG+06-39-020, 17.00,  4.00,   14.0,,4,3.5
MCG+06-35-035,  5.00,  1.50,   16.0,,2,1.5
MCG+06-35-012,  4.00,  4.00,   15.0,,2.5,2.2
MCG+06-50-022,  0.00,  0.00,   14.0,NGC 7485,6,3.5
MCG+06-35-007,  7.00,  5.00,   15.0,,0,0
MCG+06-30-085,  7.00,  5.00,   14.0,,4,2.5
MCG+06-25-043,  6.00,  4.00,   15.0,,2.8,2
MCG+06-33-028,  5.00,  4.00,   16.0,,3,1.5
MCG+06-21-034,  9.00,  9.00,   15.0,,3,2.5
MCG+06-35-011,  0.00,  0.00,   15.0,,2,2
MCG+06-28-011,  6.00,  6.00,   14.0,,0,0
MCG+06-09-015, 10.00, 10.00,   14.0,,2.5,2
MCG+06-25-025,  4.50,  4.50,   15.0,,4,4
MCG+06-22-026,  5.00,  4.00,   15.0,,0,0
MCG+06-26-057,  6.00,  6.00,   16.0,,0,0
MCG+06-05-058, 18.00,  9.00,   13.0,,3.5,3.5
MCG+06-37-010, 11.00,  7.00,   14.0,,5,3
MCG+06-28-036,  5.00,  4.00,   14.0,NGC 4737,4,2.5
MCG+06-33-013,  3.00,  3.00,   16.0,,1,1
MCG+06-29-048, 30.00,  4.00,   13.0,,11,2
MCG+06-31-020,  6.00,  3.00,   16.0,,2,1
MCG+06-38-015,  0.00,  0.00,   15.0,,2,2
MCG+06-38-014,  3.00,  1.00,   16.0,,1,1
MCG+06-35-015,  5.00,  3.00,   15.0,,0,0
MCG+06-04-043,  3.50,  3.50,   16.0,,2,1.3
MCG+06-25-080, 11.00,  7.50,   15.0,,4,1
MCG+06-16-005,  7.00,  6.00,   14.0,,1.5,1.5
MCG+06-38-013,  1.20,  0.80,   16.0,,0,0
MCG+06-38-018,  0.00,  0.00,   15.0,,3,2
MCG+06-49-071,  8.00,  5.00,   15.0,,3,3
MCG+06-17-026, 10.00, 10.00,   14.0,IC 2204,5,4
MCG+06-04-004,  8.00,  2.50,   14.0,IC 1675,0,0
MCG+06-06-069, 15.00, 13.00,   14.0,,2,2
MCG+06-17-025, 13.00, 10.00,   14.0,IC 2203,4.5,2
MCG+06-37-031,  5.00,  3.00,   15.0,,2,2
MCG+06-32-011,  7.50,  1.00,   17.0,,0,0
MCG+06-21-042,  0.00,  0.00,   15.0,,3,3
MCG+06-14-002,  4.50,  4.50,   17.0,,0,0
MCG+06-37-032,  4.00,  4.00,   15.0,,2.5,2.5
MCG+06-25-023,  0.00,  0.00,   16.0,,2,2
